season,league,file,n_columns,time,avg_h,max_h,b365_h,ps_h,bfe_h,avgc_h,psc_h,avg_o25,b365_o25,p_o25,avgc_o25,ah_line,avg_ahh,avgc_ahh,btts_odds,xg_post_match
1920,D2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
1920,F2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,E0,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,E1,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,SP1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,I1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,D1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,F1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,N1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,P1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,B1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,T1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,G1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,SC0,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,SP2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,I2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,D2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2021,F2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,E0,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,E1,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,SP1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,I1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,D1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,F1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,N1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,P1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,B1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,T1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,G1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,SC0,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,SP2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,I2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,D2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2122,F2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,E0,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,E1,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
