season,league,file,n_columns,time,avg_h,max_h,b365_h,ps_h,bfe_h,avgc_h,psc_h,avg_o25,b365_o25,p_o25,avgc_o25,ah_line,avg_ahh,avgc_ahh,btts_odds,xg_post_match
2223,SP1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,I1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,D1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,F1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,N1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,P1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,B1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,T1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,G1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,SC0,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,SP2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,I2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,D2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2223,F2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,E0,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,E1,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,SP1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,I1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,D1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,F1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,N1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,P1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,B1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,T1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,G1,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,SC0,ok,106,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,SP2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,I2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,D2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2324,F2,ok,105,Time,AvgH,MaxH,B365H,PSH,,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,E0,ok,120,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,E1,ok,120,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,SP1,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,I1,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,D1,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,F1,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,N1,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,P1,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,B1,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,T1,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,G1,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,SC0,ok,120,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,SP2,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,I2,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,D2,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2425,F2,ok,119,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,E0,ok,132,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,E1,ok,132,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,SP1,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,I1,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,D1,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,F1,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,N1,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,P1,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,B1,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,T1,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,G1,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,SC0,ok,132,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,SP2,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,I2,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,D2,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2526,F2,ok,131,Time,AvgH,MaxH,B365H,PSH,BFEH,AvgCH,PSCH,Avg>2.5,B365>2.5,P>2.5,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,
2627,E0,ok,114,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,E1,ok,114,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,SP1,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,I1,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,D1,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,F1,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,N1,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,P1,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,B1,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,T1,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,G1,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,SC0,ok,114,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,SP2,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,I2,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,D2,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
2627,F2,ok,113,Time,AvgH,MaxH,B365H,,BFEH,AvgCH,,Avg>2.5,B365>2.5,,AvgC>2.5,AHh,AvgAHH,AvgCAHH,,HxG
